Title,Authors,Abstract
Mesenchymal stem cell as a novel approach to systemic sclerosis; current status and future perspectives,"Abedi M, Alavi-Moghadam S, Payab M, Goodarzi P, Mohamadi-Jahani F, Sayahpour FA, Larijani B, Arjmand B.","AB  - Systemic sclerosis is a rare chronic autoimmune disease with extensive microvascular injury, damage of endothelial cells, activation of immune responses, and progression of tissue fibrosis in the skin and various internal organs. According to epidemiological data, women's populations are more susceptible to systemic sclerosis than men. Until now, various therapeutic options are employed to manage the symptoms of the disease. Since stem cell-based treatments have developed as a novel approach to rescue from several autoimmune diseases, it seems that stem cells, especially mesenchymal stem cells as a powerful regenerative tool can also be advantageous for systemic sclerosis treatment via their remarkable properties including immunomodulatory and anti-fibrotic effects. Accordingly, we discuss the contemporary status and future perspectives of mesenchymal stem cell transplantation for systemic sclerosis."
"Induced Pluripotent Stem Cells (iPSCs)-Roles in Regenerative Therapies, Disease Modelling and Drug Screening","Aboul-Soud MAM, Alzahrani AJ, Mahmoud A.","AB  - The discovery of induced pluripotent stem cells (iPSCs) has made an invaluable contribution to the field of regenerative medicine, paving way for identifying the true potential of human embryonic stem cells (ESCs). Since the controversy around ethicality of ESCs continue to be debated, iPSCs have been used to circumvent the process around destruction of the human embryo. The use of iPSCs have transformed biological research, wherein increasing number of studies are documenting nuclear reprogramming strategies to make them beneficial models for drug screening as well as disease modelling. The flexibility around the use of iPSCs include compatibility to non-invasive harvesting, and ability to source from patients with rare diseases. iPSCs have been widely used in cardiac disease modelling, studying inherited arrhythmias, neural disorders including Alzheimer's disease, liver disease, and spinal cord injury. Extensive research around identifying factors that are involved in maintaining the identity of ESCs during induction of pluripotency in somatic cells is undertaken. The focus of the current review is to detail all the clinical translation research around iPSCs and the strength of its ever-growing potential in the clinical space."
Repairing the damaged spinal cord: a summary of our early success with embryonic stem cell transplantation and remyelination,"McDonald JW, Howard MJ.","AB  - Neural precursors that are found in the subventricular zone and dentate gyrus of the adult brain might be useful in cell replacement therapies for neurological disorders. The development of pharmacological drugs that would increase production of new neurons would be facilitated by identification of the endogenous or natural molecular regulators of adult neurogenesis in vivo. This review discusses known endogenous regulators of the cellular events that are required for functional neurogenesis in adult animals. These steps include proliferation of stem cells and progenitors, survival and migration of new neuroblasts, differentiation into mature neurons and functional integration into existing neural circuits. Various treatments have been shown to enhance neurogenesis and neuroblast migration in adult rodents, raising the possibility that these resident neural stem cells could be used to treat people with neurological disorders. This review also highlights some of the potential problems and limitations that may arise when considering such therapies."
Endogenous regulators of adult CNS neurogenesis,Hagg T.,"AB  - Demyelination contributes to the loss of function consequent to central nervous system (CNS) injury. Optimizing remyelination through transplantation of myelin-producing cells may offer a pragmatic approach to restoring meaningful neurological function. An unlimited source of cell suitable for such transplantation therapy can be derived from embryonic stem (ES) cells, which are both pluripotent and genetically flexible. Here we review work from our group showing that neural precursor cells can be derived from ES cells and that transplantation of these cells into the injured spinal cord leads to some recovery of function. We have further examined and optimized methods for enriching oligodendrocyte differentiation from ES cells. ES cell-derived oligodendrocytes are capable of rapid differentiation and myelination in mixed neuron/glia cultures. When transplanted into the injured spinal cord of adult rodents, the neural-induced precursor cells are capable of differentiating into oligodendrocytes and myelinating host axons. The role of myelination and remyelination will be discussed in the context of regeneration strategies."
Peripheral blood mononuclear cell secretome for tissue repair,"Beer L, Mildner M, Gyöngyösi M, Ankersmit HJ.","AB  - For almost two decades, cell-based therapies have been tested in modern regenerative medicine to either replace or regenerate human cells, tissues, or organs and restore normal function. Secreted paracrine factors are increasingly accepted to exert beneficial biological effects that promote tissue regeneration. These factors are called the cell secretome and include a variety of proteins, lipids, microRNAs, and extracellular vesicles, such as exosomes and microparticles. The stem cell secretome has most commonly been investigated in pre-clinical settings. However, a growing body of evidence indicates that other cell types, such as peripheral blood mononuclear cells (PBMCs), are capable of releasing significant amounts of biologically active paracrine factors that exert beneficial regenerative effects. The apoptotic PBMC secretome has been successfully used pre-clinically for the treatment of acute myocardial infarction, chronic heart failure, spinal cord injury, stroke, and wound healing. In this review we describe the benefits of choosing PBMCs instead of stem cells in regenerative medicine and characterize the factors released from apoptotic PBMCs. We also discuss pre-clinical studies with apoptotic cell-based therapies and regulatory issues that have to be considered when conducting clinical trials using cell secretome-based products. This should allow the reader to envision PBMC secretome-based therapies as alternatives to all other forms of cell-based therapies."
Mesenchymal stem cell-based therapies for treating well-studied neurological disorders: a systematic review,"Patel GD, Liu L, Li A, Yang YH, Shen CC, Brand-Saberi B, Yang X.","AB  - BACKGROUND: Millions of people across the globe are affected by conditions like Amyotrophic Lateral Sclerosis (ALS), Parkinson's Disease (PD), Multiple Sclerosis (MS), Spinal Cord Injury (SCI), and Traumatic Brain Injury (TBI), although most occurrences are common in the elderly population. This systematic review aims to highlight the safety of the procedures, their tolerability, and efficacy of the available therapies conducted over the years using mesenchymal stem cells (MSCs) in treating the neurological conditions mentioned above. METHODS: PubMed was used to search for published data from clinical trials performed using mesenchymal stem cells. Studies that provided the necessary information that mentioned the efficacy and adverse effects of the treatment in patients were considered for this review. RESULTS: In total, 43 manuscripts were selected after a strategic search, and these studies have been included in this systematic review. Most included studies reported the safety of the procedures used and the treatment's good tolerability, with mild adverse events such as fever, headache, mild pain at the injection site, or nausea being common. A few studies also reported death of some patients, attributed to the progression of the disease to severe stages before the treatment. Other severe events, such as respiratory or urinary infections reported in some studies, were not related to the treatment. Different parameters were used to evaluate the efficacy of the treatment based on the clinical condition of the patient. CONCLUSION: Mesenchymal stem cells transplantation has so far proven to be safe and tolerable in select studies and patient types. This systematic review includes the results from the 43 selected studies in terms of safety and tolerability of the procedures, and several adverse events and therapeutic benefits during the follow-up period after administration of MSCs."
The therapeutic potential of human olfactory-derived stem cells,"Marshall CT, Lu C, Winstead W, Zhang X, Xiao M, Harding G, Klueber KM, Roisen FJ.","AB  - Stem cells from fetal and adult central nervous system have been isolated and characterized, providing populations for potential replacement therapy for traumatic injury repair and neurodegenerative diseases. The regenerative capacity of the olfactory system has attracted scientific interest. Studies focusing on animal and human olfactory bulb ensheathing cells (OECs) have heightened the expectations that OECs can enhance axonal regeneration and repair demyelinating diseases. Harvest of OECs from the olfactory bulb requires highly invasive surgery, which is a major obstacle. In contrast, olfactory epithelium (OE) has a unique regenerative capacity and is readily accessible from its location in the nasal cavity, allowing for harvest without lasting damage to the donor. Adult OE contains progenitors responsible for the normal life-long continuous replacement of neurons and supporting cells. Culture techniques have been established for human OE that generate populations of mitotically active neural progenitors that form neurospheres (Roisen et al., 2001; Winstead et al., 2005). The potential application of this technology includes autologous transplantation where minimal donor material can be isolated, expanded ex vivo, and lineage restricted to a desired phenotype prior to/or after re-implantation. Furthermore, these strategies circumvent the ethical issues that arise with embryonic or fetal tissues. The long term goal is to develop procedures through which a victim of a spinal cord injury or neurodegenerative condition would serve as a source of progenitors for his/her own regenerative grafts, avoiding the need for immunosuppression and ethical controversy. In addition, these cells can provide populations for pharmacological and/or diagnostic evaluation."
Rewiring the spinal cord: Direct and indirect strategies,"Dell'Anno MT, Strittmatter SM.","AB  - Spinal cord injury is currently incurable. Treatment is limited to minimizing secondary complications and maximizing residual function by rehabilitation. Neurologic recovery is prevented by the poor intrinsic regenerative capacity of neurons in the adult central nervous system and by the presence of growth inhibitors in the adult brain and spinal cord. Here we identify three approaches to rewire the spinal cord after injury: axonal regeneration (direct endogenous reconnection), axonal sprouting (indirect endogenous reconnection) and neural stem cell transplantation (indirect exogenous reconnection). Regeneration and sprouting of axonal fibers can be both enhanced through the neutralization of myelin- and extracellular matrix-associated inhibitors described in the first part of this review. Alternatively, in the second part we focus on the formation of a novel circuit through the grafting of neural stem cells in the lesion site. Transplanted neural stem cells differentiate in vivo into neurons and glial cells which form an intermediate station between the rostral and caudal segment of the recipient spinal cord. In particular, here we describe how neural stem cells-derived neurons are endowed with the ability to extend long-distance axons to regain the transmission of motor and sensory information."
Neural Stem Cell Therapy and Rehabilitation in the Central Nervous System: Emerging Partnerships,"Ross HH, Ambrosio F, Trumbower RD, Reier PJ, Behrman AL, Wolf SL.","AB  - The goal of regenerative medicine is to restore function through therapy at levels such as the gene, cell, tissue, or organ. For many disorders, however, regenerative medicine approaches in isolation may not be optimally effective. Rehabilitation is a promising adjunct therapy given the beneficial impact that physical activity and other training modalities can offer. Accordingly, regenerative rehabilitation"" is an emerging concentration of study"
An update on the role of miR-379 in human disorders,"Ghafouri-Fard S, Shaterabadi D, Abak A, Shoorei H, Bahroudi Z, Taheri M, Mousavinejad SA.","AB  - miR-379 is a miRNA transcribed from the MIR379 locus on 14q32.31. This miRNA is located in an evolutionarily conserved miRNA cluster in an imprinted region that contains DLK1 and DIO3 genes. The mouse homolog of this miRNA has been shown to be under-expressed in response to glucocorticoid receptor deficiency. Moreover, miR-379 has a tumor-suppressive role in a wide variety of tissues including the brain, breast, lung, and liver. In addition to restraining cell proliferation and migration, miR-379 can suppress the epithelial-mesenchymal transition process. Abnormal expression of this miRNA implies the pathogenesis of Duchene muscular dystrophy, spinal cord injury, diabetic nephropathy, acute myocardial infarction, and premature ovarian failure. This review aims to the summarization of the role of miR-379 in neoplastic and non-neoplastic conditions."
Opportunities and Challenges in Stem Cell Aging,"Larijani B, Foroughi-Heravani N, Alaei S, Rezaei-Tavirani M, Alavi-Moghadam S, Payab M, Goodarzi P, Tayanloo-Beik A, Aghayan HR, Arjmand B.","AB  - Studying aging, as a physiological process that can cause various pathological phenotypes, has attracted lots of attention due to its increasing burden and prevalence. Therefore, understanding its mechanism to find novel therapeutic alternatives for age-related disorders such as neurodegenerative and cardiovascular diseases is essential. Stem cell senescence plays an important role in aging. In the context of the underlying pathways, mitochondrial dysfunction, epigenetic and genetic alterations, and other mechanisms have been studied and as a consequence, several rejuvenation strategies targeting these mechanisms like pharmaceutical interventions, genetic modification, and cellular reprogramming have been proposed. On the other hand, since stem cells have great potential for disease modeling, they have been useful for representing aging and its associated disorders. Accordingly, the main mechanisms of senescence in stem cells and promising ways of rejuvenation, along with some examples of stem cell models for aging are introduced and discussed. This review aims to prepare a comprehensive summary of the findings by focusing on the most recent ones to shine a light on this area of research."
Diversity of Reactive Astrogliosis in CNS Pathology: Heterogeneity or Plasticity?,"Moulson AJ, Squair JW, Franklin RJM, Tetzlaff W, Assinck P.","AB  - Gaseous molecules have been increasingly explored for therapeutic development. Here, following an analytical background introduction, a systematic review of medical gas research is presented, focusing on tissue protections, mechanisms, data tangibility, and translational challenges. The pharmacological efficacies of carbon monoxide (CO) and xenon (Xe) are further examined with emphasis on intracellular messengers associated with cytoprotection and functional improvement for the CNS, heart, retina, liver, kidneys, lungs, etc. Overall, the outcome supports the hypothesis that readily deliverable biological gas"" (CO"
The role of the immune system in central nervous system plasticity after acute injury,"Peruzzotti-Jametti L, Donegá M, Giusto E, Mallucci G, Marchetti B, Pluchino S.","AB  - Astrocytes are essential for the development and homeostatic maintenance of the central nervous system (CNS). They are also critical players in the CNS injury response during which they undergo a process referred to as reactive astrogliosis."" Diversity in astrocyte morphology and gene expression"
"Medical Gas Therapy for Tissue, Organ, and CNS Protection: A Systematic Review of Effects, Mechanisms, and Challenges","Zafonte RD, Wang L, Arbelaez CA, Dennison R, Teng YD.","AB  - Acute brain injuries cause rapid cell death that activates bidirectional crosstalk between the injured brain and the immune system. In the acute phase, the damaged CNS activates resident and circulating immune cells via the local and systemic release of soluble mediators. This early immune activation is necessary to confine the injured tissue and foster the clearance of cellular debris, thus bringing the inflammatory reaction to a close. In the chronic phase, a sustained immune activation has been described in many CNS disorders, and the degree of this prolonged response has variable effects on spontaneous brain regenerative processes. The challenge for treating acute CNS damage is to understand how to optimally engage and modify these immune responses, thus providing new strategies that will compensate for tissue lost to injury. Herein we have reviewed the available information regarding the role and function of the innate and adaptive immune responses in influencing CNS plasticity during the acute and chronic phases of after injury. We have examined how CNS damage evolves along the activation of main cellular and molecular pathways that are associated with intrinsic repair, neuronal functional plasticity and facilitation of tissue reorganization."
Dental Pulp from Human Exfoliated Deciduous Teeth-derived Stromal Cells Demonstrated Neuronal Potential: In Vivo and In Vitro Studies,"Hochuli AHD, Senegaglia AC, Selenko AH, Fracaro L, Brofman PRS.","AB  - BACKGROUND: Mesenchymal Stromal Cells (MSC) have the potential for self-renewal and differentiation in different tissues, characteristics that encourage their use in regenerative medicine. Dental tissue MSCs are easy to collect, have the same embryonic origin as neurons and have neuronal markers that allow their use in treating neurodegenerative diseases. Human Exfoliated Deciduous teeth (SHED)-derived stromal cells are considered immature and present positive expression of pluripotency and neuronal markers. Studies have shown that after the induction of neuronal differentiation in vitro, SHED increased the expression of neuronal markers, such as βIIItubulin, nestin, GFAP, NeuN, and NFM, demonstrating the potential use of these cells in preclinical studies. The results of this review reflect the consensus that in diseases such as spinal cord injury, cerebral ischaemia, and Alzheimer's and Parkinson's disease, SHED could function in the suppression of the inflammatory response, neuroprotection, and neuronal replacement. CONCLUSION: For these cells to be used in large-scale clinical trials, standardization of the isolation techniques and theneuronal induction medium are necessary. The potential of SHED to induce neuronal differentiation is evident, demonstrating that this resource is promising and shows great potential for use in future preclinical and clinical trials of neurodegenerative diseases."
"Isolation and long-term expansion of functional, myelinating oligodendrocyte progenitor cells from neonatal rat brain","Zhu B, Zhao C, Young FI, Franklin RJ, Song B.","AB  - Oligodendrocytes are the myelinating cells of the central nervous system (CNS). The isolation of purified oligodendrocyte progenitor cells (OPCs) in large numbers has been sought after as a source of cells for repair following CNS-demyelinating diseases and injuries, such as multiple sclerosis (MS) and spinal cord injury (SCI). Methods for isolation of OPCs from rodent neonatal brains are well established and have formed the basis for research in myelin repair within the CNS for many years. However, long-term maintenance of OPCs has been a challenge owing to small cellular yields per animal and spontaneous differentiation within a short period of time. Much effort has been devoted to achieving long-term culture and maintenance of OPCs, but little progress has been made. Here, protocols are presented for preparation of highly enriched rat OPC populations and for their long-term maintenance as oligospheres using mixed-glial-conditioned medium. Functional myelinating oligodendrocytes can be achieved from such protocols, when co-cultured with primary neurons. This approach is an extension of our normal shaking method for isolating OPCs, and incorporates some adaptations from previous OPC culture methods."
Tissue regeneration: from synthetic scaffolds to self-organizing morphogenesis,Chen TH.,"AB  - Regenerative medicine offers therapeutic approaches to treating non-regenerative diseases such as spinal cord injury and heart disease. Owing to the limited donor tissue available, cell-based therapy using cultured cells with supporting scaffolds has been proposed to rebuild damaged tissue. Early attempts at repairing skin and cartilage achieved significant success thanks to the simplicity of the tissue architecture, which later fueled enthusiasm for applying the same strategy to other types of tissue. However, more complex tissue functions require a more extensive vasculature and heterogeneous cell arrangements, which together constitute a significant hurdle in practical applications. Accordingly, recent years an increased interest has been in the use of decellularized matrices that retain the natural microarchitecture as the scaffold. However, although a number of engineering approaches have been suggested, self-organizing behavior such as cell proliferation, migration, and differentiation may still disorganize and frustrate the artificial attempts. This mini-review first provides examples of the early history of tissue engineering using skin and cartilage as examples, and then elaborates on the key technologies used to fabricate synthetic acellular scaffolds and cell/scaffold constructs with more complicated architectures. It also summarizes the progress achieved in the use of decellularized matrices for cell seeding as well as the recent success seen in self-organizing two- and three-dimensional tissue formation with the aid of biomathematical modeling. The review concludes by proposing the future integration of biomathematics, developmental biology, and engineering in concert with the self-organization approach to tissue regeneration."
Bone Marrow-Derived Mononuclear Cells in the Treatment of Neurological Diseases: Knowns and Unknowns,"Nguyen QT, Thanh LN, Hoang VT, Phan TTK, Heke M, Hoang DM.","AB  - Bone marrow-derived mononuclear cells (BMMNCs) have been used for decades in preclinical and clinical studies to treat various neurological diseases. However, there is still a knowledge gap in the understanding of the underlying mechanisms of BMMNCs in the treatment of neurological diseases. In addition, prerequisite factors for the efficacy of BMMNC administration, such as the optimal route, dose, and number of administrations, remain unclear. In this review, we discuss known and unknown aspects of BMMNCs, including the cell harvesting, administration route and dose; mechanisms of action; and their applications in neurological diseases, including stroke, cerebral palsy, spinal cord injury, traumatic brain injury, amyotrophic lateral sclerosis, autism spectrum disorder, and epilepsy. Furthermore, recommendations on indications for BMMNC administration and the advantages and limitations of BMMNC applications for neurological diseases are discussed. BMMNCs in the treatment of neurological diseases. BMMNCs have been applied in several neurological diseases. Proposed mechanisms for the action of BMMNCs include homing, differentiation and paracrine effects (angiogenesis, neuroprotection, and anti-inflammation). Further studies should be performed to determine the optimal cell dose and administration route, the roles of BMMNC subtypes, and the indications for the use of BMMNCs in neurological conditions with and without genetic abnormalities."
COVID-19 Pathology on Various Organs and Regenerative Medicine and Stem Cell-Based Interventions,"Arjmand B, Alavi-Moghadam S, Parhizkar Roudsari P, Rezaei-Tavirani M, Rahim F, Gilany K, Mohamadi-Jahani F, Adibi H, Larijani B.","AB  - Severe acute respiratory syndrome-coronavirus 2, a novel betacoronavirus, has caused the global outbreak of a contagious infection named coronavirus disease-2019. Severely ill subjects have shown higher levels of pro-inflammatory cytokines. Cytokine storm is the term that can be used for a systemic inflammation leading to the production of inflammatory cytokines and activation of immune cells. In coronavirus disease-2019 infection, a cytokine storm contributes to the mortality rate of the disease and can lead to multiple-organ dysfunction syndrome through auto-destructive responses of systemic inflammation. Direct effects of the severe acute respiratory syndrome associated with infection as well as hyperinflammatory reactions are in association with disease complications. Besides acute respiratory distress syndrome, functional impairments of the cardiovascular system, central nervous system, kidneys, liver, and several others can be mentioned as the possible consequences. In addition to the current therapeutic approaches for coronavirus disease-2019, which are mostly supportive, stem cell-based therapies have shown the capacity for controlling the inflammation and attenuating the cytokine storm. Therefore, after a brief review of novel coronavirus characteristics, this review aims to explain the effects of coronavirus disease-2019 cytokine storm on different organs of the human body. The roles of stem cell-based therapies on attenuating cytokine release syndrome are also stated."
Investigational Therapies for Gunshot Wounds to the Spine: A Narrative Review,"Somuncu D, Gartenberg A, Cho W.","AB  - STUDY DESIGN: This was a narrative review. OBJECTIVE: The objective of this study was to review the standards of care and triage protocol for gunshot wounds to the spine, highlighting innovative future treatment options that may be implemented in patients with spinal cord injury (SCI). SUMMARY OF BACKGROUND DATA: With the increased availability of firearms among the United States population, gunshot wounds to the spine are becoming a clinically relevant and devastating issue. Such injuries result in severe and diverse complications. SCIs due to gunshot wounds are the leading cause of morbidity and mortality, as they often result in complete or incomplete paraplegia. Current standards of care focus on preventing further damage rather than total cure or treatment of SCI. METHODS: A literature review was performed on the standards of care, triage protocol, associated conditions, current therapeutic options, and innovative treatment options for patients with gunshot wounds to the spine. RESULTS: The general standards of care for spinal gunshot wounds involve maintaining or renewal of mechanical spinal steadiness and neurological activity while limiting complications of treatment. Current treatment options include management of mean arterial pressure goals, drug therapies consisting of antibiotics, and surgical approaches. With recent innovations in molecular biology and cell transplantation, potentially new and promising treatment options for patients with SCI exist. These options include cell transplantation therapies, platelet-rich plasma administration, exosomal treatments, and mitochondrial-targeted therapeutics. Stem cell transplantation is promising, as several clinical studies have been completed. However, loss-to-follow-up, lack of long-term evaluation, and questionable randomization has limited the use of stem cells in the standard of care practice. Although not studied on human models to a gunshot wound, exosomal and mitochondrial-based treatment options have been studied both in vitro and in animal models with SCI. CONCLUSION: Newly emerging molecular and cellular therapy modalities for SCI contribute to the recovery process and may be utilized in conjunction with the current modalities for better outcomes."
The frequency of osteomyelitis after pressure injury in spinal cord injury: a systematic review and meta-analysis,"Jangholi E, Alizadeh SD, Farahbakhsh F, Baigi V, Ghodsi Z, Mahdavi Sharif P, Ghashghaei S, Abbaszadeh M, Zeinaddini Meymand A, Eskandari Z, Rahimi-Movaghar V.","AB  - STUDY DESIGN: A systematic review and meta-analysis OBJECTIVE: To determine the global frequency of osteomyelitis in individuals with spinal cord injury who have pressure injuries (SCI-PI). METHODS: A comprehensive search on PubMed, EMBASE, Scopus, and the Web of Science has been conducted until November 2023. The Cochrane Handbook for Systematic Reviews was followed. Cohort and cross-sectional studies included SCI-PI participants who reported the frequency of osteomyelitis without language restriction. Data extraction was performed by four reviewers in two groups. We used the Newcastle-Ottawa Quality Assessment Scale for quality assessment. The Chi-squared and I(2) tests were applied to detect heterogeneity between studies. Also, a random-effects model was performed for the report data. RESULTS: Ten out of 986 studies met our eligibility criteria, with 492 SCI-PI individuals. It was discovered that most SCIs were thoracolumbar injuries and male. There was a history of PI in more than half the patients. SCI was primarily caused by trauma. A meta-analysis revealed a significantly heterogeneous 43.0% osteomyelitis frequency. There was no evidence of publication bias. Subgroup analysis based on study quality revealed that the frequency of osteomyelitis in low-quality studies was 34.5%, whereas the frequency in high-quality research was 47.4%. Furthermore, the overall frequency of osteomyelitis was 29.0% in the subgroup analysis of research carried out in the USA. CONCLUSIONS: Our study highlights the significant burden of osteomyelitis among SCI-PI individuals. These findings underscore the pressing need for standardized diagnostic and management protocols to mitigate the morbidity associated with osteomyelitis in this vulnerable population."
The role of the serotonergic system in locomotor recovery after spinal cord injury,"Ghosh M, Pearse DD.","AB  - Serotonin (5-HT), a monoamine neurotransmitter synthesized in various populations of brainstem neurons, plays an important role in modulating the activity of spinal networks involved in vertebrate locomotion. Following spinal cord injury (SCI) there is a disruption of descending serotonergic projections to spinal motor areas, which results in a subsequent depletion in 5-HT, the dysregulation of 5-HT transporters as well as the elevated expression, super-sensitivity and/or constitutive auto-activation of specific 5-HT receptors. These changes in the serotonergic system can produce varying degrees of locomotor dysfunction through to paralysis. To date, various approaches targeting the different components of the serotonergic system have been employed to restore limb coordination and improve locomotor function in experimental models of SCI. These strategies have included pharmacological modulation of serotonergic receptors, through the administration of specific 5-HT receptor agonists, or by elevating the 5-HT precursor 5-hydroxytryptophan, which produces a global activation of all classes of 5-HT receptors. Stimulation of these receptors leads to the activation of the locomotor central pattern generator (CPG) below the site of injury to facilitate or improve the quality and frequency of movements, particularly when used in concert with the activation of other monoaminergic systems or coupled with electrical stimulation. Another approach has been to employ cell therapeutics to replace the loss of descending serotonergic input to the CPG, either through transplanted fetal brainstem 5-HT neurons at the site of injury that can supply 5-HT to below the level of the lesion or by other cell types to provide a substrate at the injury site for encouraging serotonergic axon regrowth across the lesion to the caudal spinal cord for restoring locomotion."
Enhancing CNS repair in neurological disease: challenges arising from neurodegeneration and rewiring of the network,"Xu X, Warrington AE, Bieber AJ, Rodriguez M.","AB  - Repair of the central nervous system (CNS) constitutes an integral part of treating neurological disease and plays a crucial role in restoring CNS architecture and function. Distinct strategies have been developed to reconstruct the damaged neural tissue, with many tested preclinically in animal models. We review cell replacement-based repair strategies. By taking spinal cord injury, cerebral ischaemia and degenerative CNS disorders as examples for CNS repair, we discuss progress and potential problems in utilizing embryonic stem cells and adult neural/non-neural stem cells to repair cell loss in the CNS. Nevertheless, CNS repair is not simply a matter of cell transplantation. The major challenge is to induce regenerating neural cells to integrate into the neural network and compensate for damaged neural function. The neural cells confront an environment very different from that of the developmental stage in which these cells differentiate to form interwoven networks. During the repair process, one of the challenges is neurodegeneration, which can develop from interrupted innervations to/from the targets, chronic inflammation, ischaemia, aging or idiopathic neural toxicity. Neurodegeneration, which occurs on the basis of a characteristic vascular and neural web, usually presents as a chronically progressive process with unknown aetiology. Currently, there is no effective treatment to stop or slow down neurodegeneration. Pathological changes from patients with Alzheimer's disease, Parkinson's disease and amyotrophic lateral sclerosis indicate a broken homeostasis in the CNS. We discuss how the blood-brain barrier and neural networks are formed to maintain CNS homeostasis and their contribution to neurodegeneration in diseased conditions. Another challenge is that some inhibitors produced by CNS injury do not facilitate the regenerating neural cells to incorporate into a pre-existing network. We review glial responses to CNS injury. Of note, the reactive astrocytes not only encompass the lesions/pathogens but may also form glial scars to impede regenerating axons from traversing the lesions. In addition, myelin debris can prevent axon growth. Myelination enables saltatory transduction of electrical impulses along axonal calibers and actually provides trophic support to stabilize the axons. Therefore, repair strategies should be designed to promote axonal growth, myelination and modulate astrocytic responses. Finally, we discuss recent progress in developing human monoclonal IgMs that regulate CNS homeostasis and promote neural regeneration."
Human iPSC for Therapeutic Approaches to the Nervous System: Present and Future Applications,"Cefalo MG, Carai A, Miele E, Po A, Ferretti E, Mastronuzzi A, Germano IM.","AB  - Many central nervous system (CNS) diseases including stroke, spinal cord injury (SCI), and brain tumors are a significant cause of worldwide morbidity/mortality and yet do not have satisfying treatments. Cell-based therapy to restore lost function or to carry new therapeutic genes is a promising new therapeutic approach, particularly after human iPSCs became available. However, efficient generation of footprint-free and xeno-free human iPSC is a prerequisite for their clinical use. In this paper, we will first summarize the current methodology to obtain footprint- and xeno-free human iPSC. We will then review the current iPSC applications in therapeutic approaches for CNS regeneration and their use as vectors to carry proapoptotic genes for brain tumors and review their applications for modelling of neurological diseases and formulating new therapeutic approaches. Available results will be summarized and compared. Finally, we will discuss current limitations precluding iPSC from being used on large scale for clinical applications and provide an overview of future areas of improvement. In conclusion, significant progress has occurred in deriving iPSC suitable for clinical use in the field of neurological diseases. Current efforts to overcome technical challenges, including reducing labour and cost, will hopefully expedite the integration of this technology in the clinical setting."
Regulating Axonal Responses to Injury: The Intersection between Signaling Pathways Involved in Axon Myelination and The Inhibition of Axon Regeneration,"Rao SN, Pearse DD.","AB  - Following spinal cord injury (SCI), a multitude of intrinsic and extrinsic factors adversely affect the gene programs that govern the expression of regeneration-associated genes (RAGs) and the production of a diversity of extracellular matrix molecules (ECM). Insufficient RAG expression in the injured neuron and the presence of inhibitory ECM at the lesion, leads to structural alterations in the axon that perturb the growth machinery, or form an extraneous barrier to axonal regeneration, respectively. Here, the role of myelin, both intact and debris, in antagonizing axon regeneration has been the focus of numerous investigations. These studies have employed antagonizing antibodies and knockout animals to examine how the growth cone of the re-growing axon responds to the presence of myelin and myelin-associated inhibitors (MAIs) within the lesion environment and caudal spinal cord. However, less attention has been placed on how the myelination of the axon after SCI, whether by endogenous glia or exogenously implanted glia, may alter axon regeneration. Here, we examine the intersection between intracellular signaling pathways in neurons and glia that are involved in axon myelination and axon growth, to provide greater insight into how interrogating this complex network of molecular interactions may lead to new therapeutics targeting SCI."
Olfactory ensheathing cells promote differentiation of neural stem cells and robust neurite extension,"Sethi R, Sethi R, Redmond A, Lavik E.","AB  - AIMS: The goal of this study was to gain insight into the signaling between olfactory ensheathing cells (OECs) and neural stem cells (NSCs). We sought to understand the impact of OECs on NSC differentiation and neurite extension and to begin to elucidate the factors involved in these interactions to provide new targets for therapeutic interventions. MATERIALS AND METHODS: We utilized lines of OECs that have been extremely well characterized in vitro and in vivo along with well studied NSCs in gels to determine the impact of the coculture in three dimensions. To further elucidate the signaling, we used conditioned media from the OECs as well as fractioned components on NSCs to determine the molecular weight range of the soluble factors that was most responsible for the NSC behavior. RESULTS: We found that the coculture of NSCs and OECs led to robust NSC differentiation and extremely long neural processes not usually seen with NSCs in three dimensional gels in vitro. Through culture of NSCs with fractioned OEC media, we determined that molecules larger than 30 kDa have the greatest impact on the NSC behavior. CONCLUSIONS: Overall, our findings suggest that cocultures of NSCs and OECs may be a novel combination therapy for neural injuries including spinal cord injury (SCI). Furthermore, we have identified a class of molecules which plays a substantial role in the behavior that provides new targets for investigating pharmacological therapies."
